,Name,Height,Place,Description
101,고성산,546,강원도 삼척시,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   오십천이 동해로 흘러 가는 육백지맥 마지막  구간의 해안과 맞닿아 있는 작은 산으로  지금은 사람의 왕래가 거의 없어 등산로가 뚜렷하지 않으나 전문 산꾼들에게는 의미있는 산이다  정상에 서면 오십천이 동해 바다로 합류하는 지점이 내려다 보이고 탁 트인 동해 바다를 보면가슴이 확 트이는 느낌이 든다                                                                                     이 산이   선 이북이던 고성에서 홍수에 떠내려 와 삼척에 겨우 붙었다 하여 고성산이라고 한다                            
102,고양산,1151,강원도 정선군,          
103,고헌산,1033,"울산광역시 울주군 두서면, 경상북도 경주시 산내면",
104,곡달산,630,경기도 가평군 설악면,          
105,곤방산,715,전라남도 곡성군 오곡면,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         곤방산은 등산로 전 구간 낙옆을 밟고 걷는 여성스러운 산이다  곤방산은 봉우리마다 정상에 꼭 묘지가 자리잡고 있으며 계절에 관계없이 등반하기에 좋은 산이다  특히 봄에는 진달래와 영산홍이 만발하여 볼거리를 제공하여 준다                           
106,곧은봉,499,강원도 춘천시 동면,          
107,곰넘이봉,721,경상북도 문경시 가은읍,          
108,곰바위봉,627,강원도 원주시,          
109,곰봉,1015,강원도 영월군,          
110,공덕산,913,경상북도 문경시 산북면ㆍ동로면,          
111,공작산,887,"강원도 홍천군 동면, 화촌면",    비경의 수타계곡 품은 홍천의 명산        산이 동물 모습을 빼다박으면 영기가 있다고 한다  영취산  사자산  정상부를 봉정이라 불렀던 설악산   그래서 자장율사는 이들 기슭에 진신사리를 묻었다  하지만 진신사리가 다 떨어졌을 때 그런 산이 발견되었다면 무릎을 칠 수밖에 없었을 것이다  공작산이 그 대표적 사례다      홍천강 양쪽에 벌여있는 화촌면의 동부 전역을 물받이로 삼고있는 군업천을 거슬러가며 보면 산 머리가 영락없이 새 모양이다  양 날개를 내삼포리와 응봉산 경계까지 펼치고있는  안공작재 이서    의 산줄기들은 소용돌이처럼 돌아가면서 홍천강으로 긴 꼬리를 흔들고있다  이를 발견한 산 감정사의 안타까운 마음이 손에 잡히는 순간이다      남쪽 경계를 이루는 수타사계곡으로 더 잘 알려져있다  들판을 흐르던 물이 산 속으로 들어가 비경을 연출하는 까닭이다  누워있긴 하지만     길이의 공작폭포도 있고 보물         호의 월인석보 이 발견된 유서 깊은 절도 있으니 갖출 건 다 갖췄다  이 어찌 명산이 아니라 하겠는가 
112,관룡산,740,"경상남도 창녕군 창녕읍, 고암면",          
